Rank,ASIN_ISBN,Title,Frequency
81,B003EMJHG4,"Secret Antiperspirant Clinical Strength Deodorant for Women, Soft Solid, Waterproof, 2.6 oz",9
82,B016JB8P2S,"Whirlpool WHA2BF5 Water Filter, Standard Capacity, White",9
83,B00NKMY5E2,My Way Emergency Contraceptive 1 TabletCompare to Plan B One-Step by Busuna,8
84,B00XILM7BI,"NYX PROFESSIONAL MAKEUP Matte Liquid Liner, Waterproof Eyeliner - Black, Vegan Formula",8
85,B088PPT4K2,"SweetLeaf Organic Monk Fruit Liquid, Caramel Macchiato, 1.7 Fl Oz",8
86,B000AA5VD6,"Sally Hansen Insta-Dri Anti-Chip Top Coat 45117 Clear, 0.45 Fl Ounce (Pack of 1)",8
87,B07QJCJWQ6,"Hawaiian Punch, Fruit Juicy Red, Liquid Water Enhancer – New, Better Taste! (4 Bottles, Makes 96 Flavored Water Drinks) – Sugar Free, Zero Calorie",8
88,B06Y1T9DRJ,USAOPOLY Rollers Deluxe Toy,8
89,B014SAB948,"COSRX Acne Pimple Patch (96 Counts) Absorbing Hydrocolloid Original 3 Size Patches for Blemishes and Zits Cover, Spot Stickers for Face and Body, Not Tested on Animals, No Toxic Ingredients",8
90,B000GG87V2,"Nature’s Bounty Vitamin C, Immune Support, Tablets, 500mg, 250 Ct",8
91,B00ZEMPFWC,"Goody's Extra Strength Headache Powder, Mixed Fruit Blast Flavor Dissolve Packs, 24 Individual Packets",8
92,B085VX9JY7,"kurdene Bluetooth Wireless Earbuds, S8 Deep Bass Sound 38H Playtime IPX8 Waterproof Earphones Call Clear with Microphone in-Ear Bluetooth Headphones Comfortable for iPhone, Android",8
93,B003EM8008,"Panasonic ErgoFit Wired Earbuds, In-Ear Headphones with Dynamic Crystal-Clear Sound and Ergonomic Custom-Fit Earpieces (S/M/L), 3.5mm Jack for Phones and Laptops, No Mic - RP-HJE120-K (Black)",8
94,B01N1UOMJ9,My Choice Emergency Contraceptive 1 Tablet,8
95,B07T9JV956,"Neutrogena Gentle OilFree Eye Makeup Remover Cleanser for Sensitive Eyes NonGreasy Remover Removes Waterproof Mascara Dermatologist Ophthalmologist Tested, 8 Fl Oz",8
96,B0848KN1WJ,"Forzagen BCAA Powder with Glutamine 30 Servings, Branched Chain Amino Acid Powder, Recovery Post Workout, Build, Hydration Available 4 Flavors (BlackBerry Lemonade)",8
97,B01I70RA8E,"Super Strong Nail Glue for Acrylic Nails, Nail Tips and Press On Nails (8ml) NYK1 Nail Bond Brush On Nail Glue for Press On Nails Long Lasting Acrylic Nail Glue for Nail Tips Fake Nails Nail Glue Gel",8
98,B0006N9I68,"Cat Dancer 101 Cat Dancer Interactive Cat Toy, All Breed Sizes",8
99,B001KYPZ4G,"Veet Sensitive Hair Remover Gel Cream Pink, 13.5 Fl Oz (Packaging May Vary)",8
100,B079HXLZGY,"Amazon Basic Care Sleep Aid Tablets, Doxylamine Succinate Tablets, 25 mg, Nighttime Sleep Aid to Help You Fall Asleep, White, 96 Count",8
